treated_nsn,outcome,att,placebo_se,ci_lo,ci_hi,asymp_p,empirical_p,pre_rmspe,weight_hhi,n_balanced_pool,n_active,n_pre_eys,n_post_eys,n_placebo_used,wall_sec,error
8150014839125,domestic_share,-0.569646454106197,0.0851513873656082,-0.736543173342789,-0.402749734869605,2.23463469950502e-11,0.005,0.000728492462752931,0.00734128621580964,17103,233,4,2,200,7274.82419896126,NA
8150014839125,max_log_unit_price,0.0719850736123684,0.309145812881692,-0.533940719635748,0.677910866860484,0.815876702142003,0.705,0.000164614855852137,0.000235955725358787,20643,5978,4,2,200,7897.11379504204,NA
8150014839125,mean_offers,-0.202704036821214,1.96696110471411,-4.05794780206087,3.65253972841844,0.917919779505453,0.755,0.00160701403593764,0.000251093918854218,4809,4520,4,2,200,1426.66398692131,NA
8150014886545,domestic_share,-0.454913794278869,0.114074771202537,-0.678500345835841,-0.231327242721896,0.0000666730282148364,0.025,0.00153757610524144,0.0130592717643826,17322,127,3,3,200,4852.60587096214,NA
8150014886545,max_log_unit_price,-0.151573649411485,0.379937882110744,-0.896251898348545,0.593104599525574,0.68993502800587,0.445,0.000233964362628659,0.000326968557226282,19447,5319,3,3,200,3617.19994807243,NA
8150014886545,mean_offers,0.513289209157285,1.88630704072927,-3.18387259067209,4.21045100898666,0.785534913348991,0.565,0.00352816980821332,0.000478604205160275,4666,3300,3,3,200,1325.57744312286,NA
8150014912678,domestic_share,-0.297552599025244,0.0799088573399131,-0.454173959411474,-0.140931238639014,0.000196363275624556,0.015,0.00829282771176587,0.036954201742385,14024,42,5,3,200,5582.90772080421,NA
8150014912678,max_log_unit_price,-0.363426550296188,0.292044640332993,-0.935834045348855,0.208980944756479,0.213344573694253,0.115,0.000610385480592749,0.000575600864543575,15586,3535,5,3,200,6519.32262921333,NA
8150014912678,mean_offers,0.265738807524637,1.66316054133922,-2.99405585350024,3.52553346854951,0.873054845312913,0.675,0.266096703245714,0.0187017310542288,2981,109,5,3,200,837.702925920486,NA
8150015012741,domestic_share,-0.469655440986319,0.106778527122885,-0.678941354147174,-0.260369527825463,0.0000109048243122079,0.01,0.000563714489224908,0.00557280587443208,13176,303,5,3,200,5686.4128010273,NA
8150015012741,max_log_unit_price,-0.346093757065267,0.326258210244383,-0.985559849144259,0.293372335013724,0.288782129090043,0.165,0.00043196914013861,0.000404428642022893,15112,4162,5,3,200,5994.7617661953,NA
8150015012741,mean_offers,-0.126317168982889,1.34892244451301,-2.77020516022839,2.51757082226261,0.925392736174527,0.77,0.00601365461753898,0.000511775872377379,2832,2329,5,3,200,867.46707701683,NA
8150015134913,domestic_share,-0.0760106568548181,0.0902878366077082,-0.252974816605926,0.10095350289629,0.399860502050494,0.06,0.000188955609039001,0.00208436152772047,14336,1446,5,2,200,5838.57253193855,NA
8150015134913,max_log_unit_price,-0.0298922958491517,0.443406915180966,-0.898969849603844,0.839185257905541,0.946251294576415,0.9,0.0000624473163759284,0.000140168690354361,17149,7904,5,2,200,7579.49337410927,NA
8150015134913,mean_offers,0.79161430701239,1.90121166044671,-2.93476054746316,4.51798916148794,0.677136657496395,0.415,0.00222912922976423,0.00047958610819478,3560,2778,5,2,200,1329.95061898232,NA
8150015148414,domestic_share,-0.858580416351704,0.0901215053115118,-1.03521856676227,-0.681942265941141,0.0,0.0,0.00330096455266943,0.0307102085693061,7778,55,5,4,200,3417.74500083923,NA
8150015148414,max_log_unit_price,-0.37262739291381,0.349946920007814,-1.05852335612913,0.313268570301506,0.286961384727298,0.15,0.00037150054570101,0.0002618339921296,8815,5885,5,4,200,3648.59953403473,NA
8150015148414,mean_offers,-0.56576581377983,2.09866060420224,-4.67914059801621,3.54760897045655,0.787480129991759,0.57,0.0346457507879919,0.00154924337349066,1224,839,5,4,200,369.214323043823,NA
8150015338673,domestic_share,-0.275202543085401,0.0774412600550501,-0.426987412793299,-0.123417673377503,0.000379860880290295,0.03,0.00498888796222554,0.0363577313010131,14336,50,5,2,200,5679.42138290405,NA
8150015338673,max_log_unit_price,-0.245546727258593,0.432724356748825,-1.09368646648629,0.602593011969104,0.57041273996227,0.195,0.000419912417502751,0.000561310076276141,17149,3885,5,2,200,6995.44802689552,NA
8150015338673,mean_offers,0.0353427501791193,1.8334880529081,-3.55829383352076,3.628979333879,0.984620740562077,0.855,0.00645931527734004,0.00073335616801706,3560,2126,5,2,200,1191.03817987442,NA
8150015338674,domestic_share,-0.32268209903206,0.0978684747871942,-0.514504309614961,-0.130859888449159,0.000976888878007509,0.025,0.0013577866726443,0.00994999559745799,13623,174,5,3,200,5544.94574999809,NA
8150015338674,max_log_unit_price,-0.359668925548448,0.376396639443216,-1.09740633885715,0.378068487760255,0.339295447599679,0.14,0.000343608096741462,0.000306569328174143,15362,5432,5,3,200,6528.67094302177,NA
8150015338674,mean_offers,-0.523132211078832,1.98756878344571,-4.41876702663243,3.37250260447476,0.792394838120856,0.54,0.0202148064317746,0.00118033515421815,2928,1584,5,3,200,807.840803861618,NA
8150015338675,domestic_share,-0.633957318017627,0.0912940144777176,-0.812893586393954,-0.455021049641301,3.80806497446429e-12,0.005,0.00679630077723732,0.0388638407644205,12223,48,5,3,200,4991.59919214249,NA
8150015338675,max_log_unit_price,-0.109801397346213,0.405327595976165,-0.904243485459497,0.684640690767071,0.786471452506325,0.465,0.000211592399573781,0.000189675307737349,14751,6766,5,3,200,5921.36516618729,NA
8150015338675,mean_offers,0.187048785279985,1.53119853792654,-2.81410034905604,3.18819791961601,0.902773560357017,0.765,0.00548211194524603,0.000588206242077886,2620,2098,5,3,200,755.502449035645,NA
8150015338677,domestic_share,-0.414004638528552,0.100150143635643,-0.610298920054413,-0.217710357002691,0.000035675236596866,0.015,0.00322789624991152,0.0194817990778459,14336,82,5,2,200,6442.78173899651,NA
8150015338677,max_log_unit_price,-0.120365771607487,0.310113546421809,-0.728188322594232,0.487456779379257,0.697916489342343,0.51,0.000405830003409592,0.000532317616612399,17149,3554,5,2,200,7836.37778401375,NA
8150015338677,mean_offers,0.0325705325277561,1.53821518014863,-2.98233122056356,3.04747228561908,0.983106665701586,0.87,0.0081607238387657,0.00111916124302254,3560,1343,5,2,200,1056.62193107605,NA
8150015741682,domestic_share,-0.443577305920784,0.0769903420375315,-0.594478376314346,-0.292676235527222,8.33860269722209e-9,0.02,0.00731401269957736,0.0332991159218236,15861,37,4,2,200,6027.68605208397,NA
8150015741682,max_log_unit_price,0.00864531091659027,0.559227751746725,-1.08744108250699,1.10473170434017,0.987665695537877,0.97,0.000144176074440739,0.000211215804455678,19029,6125,4,2,200,6033.91234898567,NA
8150015741682,mean_offers,-0.160831115912705,1.6611690623085,-3.41672247803737,3.09506024621196,0.922870905425605,0.71,0.00275794599316194,0.000360495946147612,4330,3445,4,2,200,1016.71066403389,NA
